tournamentID,decklistID,cardName,cardCount,cardType
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306441,Grab Your Sword,3,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306441,Let It Go,2,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Clarabelle - Clumsy Guest,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Tipo - Growing Son,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Belle - Strange but Special,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Hiram Flaversham - Toymaker,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,The Muses - Proclaimers of Heroes,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Lady Tremaine - Wicked Stepmother,1,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Mother Gothel - Unwavering Schemer,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Clarabelle - Light on Her Hooves,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Mufasa - Ruler of Pride Rock,1,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Tamatoa - So Shiny!,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Ice Block,3,item
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Pawpsicle,4,item
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Fishbone Quill,4,item
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Lucky Dime,2,item
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,One Jump Ahead,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Seldom All They Seem,1,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Strike a Good Match,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Mother Knows Best,3,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,You're Welcome,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Let It Go,3,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-saved-by-the-belle-306440,Under the Sea,2,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Fire The Cannons!,3,action
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Fortisphere,4,item
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Pawpsicle,4,item
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Fishbone Quill,4,item
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Lucky Dime,2,item
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Mr. Smee - Bumbling Mate,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Tipo - Growing Son,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Mickey Mouse - Detective,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Pete - Games Referee,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Hiram Flaversham - Toymaker,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Cogsworth - Grandfather Clock,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Ariel - Treasure Collector,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Kuzco - Selfish Emperor,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Tinker Bell - Giant Fairy,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Hades - Infernal Schemer,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Simba - Fighting Prince,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Tamatoa - So Shiny!,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,And Then Along Came Zeus,3,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,A Whole New World,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Grab Your Sword,2,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-blue-steel-306020,Let It Go,2,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Diablo - Maleficent's Spy,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Morph - Space Goo,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Ursula - Deceiver,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Anna - Diplomatic Queen,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Diablo - Devoted Herald,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Pete - Games Referee,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Prince John - Greediest of All,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Ursula - Deceiver of All,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,The Muses - Proclaimers of Heroes,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Beast - Tragic Hero,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Tinker Bell - Giant Fairy,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Hidden Cove - Tranquil Haven,2,location
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Sudden Chill,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Let the Storm Rage On,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Strength of a Raging Fire,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,We Don't Talk About Bruno,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-i-miss-bucky-306018,Hypnotize,4,action
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Cinderella - Ballroom Sensation,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Robin Hood - Beloved Outlaw,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Mr. Smee - Bumbling Mate,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Piglet - Pooh Pirate Captain,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Ursula - Vanessa,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Ariel - Spectacular Singer,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Lawrence - Jealous Manservant,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Pete - Games Referee,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Prince Naveen - Ukulele Player,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Rapunzel - Gifted with Healing,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Robin Hood - Champion of Sherwood,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Cinderella - Stouthearted,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Let the Storm Rage On,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,Strength of a Raging Fire,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,World's Greatest Criminal Mind,2,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,And Then Along Came Zeus,3,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,I Find 'em, I Flatten 'em,1,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-steel-song-306019,A Whole New World,4,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Clarabelle - Clumsy Guest,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Daisy Duck - Donald's Date,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Kida - Atlantean,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Banzai - Gluttonous Predator,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Mother Gothel - Conceited Manipulator,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Piglet - Pooh Pirate Captain,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Sir Hiss - Aggravating Asp,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Ursula - Deceiver,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Clarabelle - Contented Wallflower,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Diablo - Devoted Herald,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Kit Cloudkicker - Tough Guy,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Lyle Tiberius Rourke - Cunning Mercenary,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Rapunzel - Gifted with Healing,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Cri - Kee - Lucky Cricket,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Kida - Protector of Atlantis,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Mufasa - Betrayed Leader,4,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Mother Gothel - Unwavering Schemer,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Perdita - Devoted Mother,2,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Clarabelle - Light on Her Hooves,3,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Wreck - It Ralph - Admiral Underpants,1,character
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,You're Welcome,2,song
timmy-mac-s-shimmering-skies-set-champs-tournament-decks-1656,deck-lemon-lime-306439,Under the Sea,2,song
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Diablo - Maleficent's Spy,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Morph - Space Goo,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Ursula - Deceiver,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Anna - Diplomatic Queen,2,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Diablo - Devoted Herald,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Pete - Games Referee,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Prince John - Greediest of All,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Ursula - Deceiver of All,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,The Muses - Proclaimers of Heroes,2,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Beast - Tragic Hero,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Tinker Bell - Giant Fairy,2,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Hidden Cove - Tranquil Haven,2,location
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Sudden Chill,4,song
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Let the Storm Rage On,4,song
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Strength of a Raging Fire,4,song
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,We Don't Talk About Bruno,4,song
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-steel-emerald-305846,Hypnotize,4,action
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Befuddle,4,action
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Gathering Knowledge and Wisdom,4,action
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Chernabog's Followers - Creatures of Evil,3,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Cursed Merfolk - Ursula's Handiwork,3,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Magic Broom - Illuminary Keeper,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Maleficent - Biding Her Time,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Banzai - Gluttonous Predator,3,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Ursula - Deceiver,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Hera - Queen of the Gods,3,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Jaq - Connoisseur of Climbing,3,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Kit Cloudkicker - Tough Guy,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Madam Mim - Fox,4,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Merlin - Goat,3,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,Pete - Bad Guy,2,character
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,The Boss is on a Roll,4,song
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,You're Welcome,2,song
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,The Library - A Gift for Belle,4,location
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-amethyst-305847,The Queen's Castle - Mirror Chamber,2,location
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-sapphire-305848,Pawpsicle,4,item
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-sapphire-305848,Hidden Inkcaster,2,item
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-sapphire-305848,Fishbone Quill,4,item
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-sapphire-305848,Lucky Dime,2,item
set-championship-2-kaiserslautern-himmelsleuchten-battle-bear-tournament-decks-1655,deck-emerald-sapphire-305848,Morph - Space Goo,3,character
